Data S1. Processed proteomic data for M. capitata colony MC289 (n=2 per treatment/time point). Normalized abundance values and peptide statistics are shown for each protein identified. 																																	
Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	MC-289_T1-Amb_1603	MC-289_T1-Amb_1609	MC-289_T1-HiT_2878	MC-289_T1-HiT_2023	MC-289_T3-Amb_1595	MC-289_T3-Amb_2741	MC-289_T3-HiT_2183	MC-289_T3-HiT_2058	MC-289_T5-Amb_1721	MC-289_T5-Amb_2874	MC-289_T5-HiT_1341	MC-289_T5-HiT_2998	MC-289_Field_289-1	MC-289_Field_289-2	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_PredGene_g60902	Montipora_capitata_PredGene_g60902	0.004	FALSE	2.07	4	1	1	1	236	25.6	8.05	0	1	0	84.5	112.5	63.1	47.5	67.4	75	24.2	20.8	47.8	47.7	34.1	250.5	30.2	69	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g52537	Montipora_capitata_PredGene_g52537	0	FALSE	8.633	24	1	1	1	79	9.2	8.15	5.05	1	0	9.7	14.2	5.4	8.2	9.8	10.5	8.7	12.3	5.3	8.3	12.7	10.6	6	9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g14975	Montipora_capitata_PredGene_g14975	0.001	FALSE	2.809	4	1	1	1	373	42.6	6.35	2.48	1	0	113.1	129.1	78.6	59.5	94.4	111.7	43.1	59.7	45.3	146	76.8	79.3	75.9	120.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g59201	Montipora_capitata_PredGene_g59201	0.001	FALSE	3.256	5	1	1	1	271	29.2	4.93	2.13	1	0	61.2	84.7	41.6	40	43.1	51.1	25.3	27.8	79.2	43.8	35.8	57.3	52.4	110.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g42020	Montipora_capitata_PredGene_g42020	0.001	FALSE	3.135	1	1	1	1	1489	159.1	4.68	0	1	0	29.1	22.6	10.1	20.9	8.9	23.7	15.9	23.3	48.1	27.5	13.3	22.3	13	20.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA39769_R4	Montipora_capitata_PredGene_adi2mcaRNA39769_R4	0	FALSE	4.692	8	1	1	1	195	22.4	9.67	3.35	1	0	32.3	72.9	31.1	24.5	52.2	47.2	52.3	53.8	42.7	38.4	40.9	36.5	48	36.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g10475	Montipora_capitata_PredGene_g10475	0	FALSE	20.046	4	5	6	2	1591	178.4	8.85	7.22	5	0	8.7	9.9	6.9	4	11.5	7.2	4.4	8.5	16.9	10.5	8.7	13.9	7.9	14.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62475	Montipora_capitata_PredGene_g62475	0	FALSE	5.663	7	2	2	2	275	31.2	6.33	1.63	2	0	18.4	21.6	17	7.7	12.8	12.5	14.5	17.9	15.9	19.3	18.4	21.8	10.6	16.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g66957	Montipora_capitata_PredGene_g66957	0	FALSE	11.115	4	1	1	1	448	50.4	9.74	0	1	0	37.4	32.6	34.4	11.7	44.5	39.8	14.5	21.2	69	26.6	26.7	29.3	24.1	28.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g43712	Montipora_capitata_PredGene_g43712	0	FALSE	7.429	5	3	3	3	513	57.6	10.18	0	3	0	310	390.2	211.6	190.6	403.2	252.4	171.5	165.4	311	264	167.6	172.6	268.1	246.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g60997	Montipora_capitata_PredGene_g60997	0.002	FALSE	2.688	2	1	1	1	535	60.5	6.18	0	1	0	16.1	27.2	13.8	10.6	14.7	21.2	17.9	14.4	22.2	23.7	20.9	18.8	43.8	44.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g32407	Montipora_capitata_PredGene_g32407	0	FALSE	8.922	16	3	4	3	219	24.9	4.91	9.22	3	0	207	257.6	124	143.9	179.7	133.9	140.7	118.8	308.9	238.2	198.7	148.3	154	180.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g41496	Montipora_capitata_PredGene_g41496	0.001	FALSE	3.695	16	2	2	2	91	11.1	10.32	1.74	2	0	25.6	27.7	13.1	18.1	24.8	21.4	13.5	17.7	14	23.8	23.1	18.3	19.1	20	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA41381_R0	Montipora_capitata_PredGene_adi2mcaRNA41381_R0	0	FALSE	22.874	17	7	7	4	373	43.5	6.16	9.68	7	2	697.6	632.2	339.6	436.7	346.9	450.5	456.5	455.9	430.9	795.4	774.2	1069.7	538	875.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g15690	Montipora_capitata_PredGene_g15690	0	FALSE	9.234	3	1	1	1	654	72.9	6.83	0	1	0	68.5	70.3	40.7	40	70.4	54.3	40.6	38.2	63.9	74.6	46.1	52	53.9	57	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g69038	Montipora_capitata_PredGene_g69038	0	FALSE	6.483	4	2	3	2	516	58.9	6.39	4.08	2	0	39.5	37.4	25.1	19.9	59.4	57.6	18.5	15	26.7	42.6	11.9	47.7	51.1	46.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g58494	Montipora_capitata_PredGene_g58494	0	FALSE	15.689	4	4	4	4	782	88.4	6.58	6.22	4	0	285.3	301.1	159.7	182.9	261.5	207.9	212.5	188.3	269.5	322.9	263.2	175.2	249.4	285.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA18450_R0	Montipora_capitata_PredGene_adi2mcaRNA18450_R0	0	FALSE	7.7	20	2	2	2	149	16.9	8.48	5.13	2	0	115.9	112.7	64.2	69.2	133.3	85.5	79.7	52	213.8	92.5	83	84.8	71.1	57.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g53133	Montipora_capitata_PredGene_g53133	0	FALSE	4.756	3	1	1	1	513	55.2	6.73	0	1	0	34.8	42.3	24.1	21	32	25.9	14.8	20.3	22.7	28.8	12.9	24.2	30.3	29	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g59546	Montipora_capitata_PredGene_g59546	0	FALSE	260.198	32	43	117	43	1620	179	5.99	218.99	43	0	3274.6	5534.8	2322.1	2688.1	4361	4312.7	2864	3300.3	2154.7	4519.2	2733.4	5374.1	2827.5	4003.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g11206	Montipora_capitata_PredGene_g11206	0	FALSE	28.436	2	7	8	7	4658	512.9	5.15	11.81	7	0	112.5	117.5	70.8	64.3	118.9	131.7	101.1	119	58.2	84.2	121.4	92.6	86.6	141.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g54593	Montipora_capitata_PredGene_g54593	0	FALSE	7.256	4	1	1	1	529	57.6	5.87	4.25	1	0	10.9	18.4	7.6	9.2	15	13.4	6.1	8.8	16.3	10	6.4	16.7	9.3	14	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g37935	Montipora_capitata_PredGene_g37935	0.001	FALSE	3.2	3	1	1	1	343	37.9	6.84	0	1	0	20.9	29	17.6	12	18.6	22.8	9.2	10.1	20.9	20.8	14.7	21.2	12.4	23.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g44801	Montipora_capitata_PredGene_g44801	0	FALSE	7.767	11	2	2	2	274	31.1	4.98	0	2	0	86.3	92.4	49.4	56	81	73.9	41.7	50.9	85.4	96.9	71.6	77.8	65.8	92.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g59993	Montipora_capitata_PredGene_g59993	0	FALSE	25.862	26	5	7	5	370	39.6	4.45	9.74	5	0	115.8	156	85.5	73.6	93.2	89.2	108.5	93.1	84	150.9	103.8	136.7	72.7	154.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA28334_R0	Montipora_capitata_PredGene_adi2mcaRNA28334_R0	0	FALSE	13.76	1	4	5	4	6511	687	6	1.69	4	0	18.5	19.5	10.7	11.7	11.2	9.2	13.5	18	20.3	21.2	10.7	15.8	19.3	20.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55696	Montipora_capitata_PredGene_g55696	0	FALSE	7.059	11	2	3	2	329	34.8	5.03	0	2	0	26.7	36.2	22.5	15	39.6	45	9.7	11.4	53.9	18.1	12.4	44	51.3	106.4	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g27250	Montipora_capitata_PredGene_g27250	0.029	FALSE	1.223	2	1	1	1	308	34.4	6.46	0	1	0	11.1	9.5	5.9	6.2	12.1	8.2	5.7	9	7.7	6.9	7.4	10.5	7.2	8.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62126	Montipora_capitata_PredGene_g62126	0	FALSE	25.044	23	6	8	6	378	42.4	4.73	2.65	6	0	217.6	277.6	142	149	241.9	158.3	119.9	145	259	250.2	164.1	128.4	199.4	183.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g35102	Montipora_capitata_PredGene_g35102	0	FALSE	12.938	9	5	5	5	552	60.7	4.45	1.83	5	0	178.7	170.3	97.3	109.9	146.3	89.1	70.2	64.1	210	158.9	105.9	119	116.8	159.2	1	
FALSE	Medium	Master Protein	Q3SZ57	SWISS-PROT:Q3SZ57 (Bos taurus) Alpha-fetoprotein precursor	0.014	TRUE	1.538	1	1	2	1	610	68.5	6.29	0	1	0	100.5	209.2	71.8	103.5	93.1	90	92.9	138.1	114.8	124.7	123	147.6	177.1	162.5	1	
FALSE	High	Master Protein	P35527	"SWISS-PROT:P35527 Tax_Id=9606 Gene_Symbol=KRT9 Keratin, type I cytoskeletal 9"	0	TRUE	87.577	27	16	30	16	623	62.1	5.3	63.68	16	0	886.8	402.5	362.1	351.1	260.7	273	442.3	281.3	407.4	875.3	642.9	472.6	995.7	2337.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g65068	Montipora_capitata_PredGene_g65068	0	FALSE	27.426	10	7	10	1	900	98.5	6.07	14.11	7	5	693.4	800.5	529.8	373.4	858.2	785.6	432.6	534.1	475.7	512.5	386.8	1353	583.1	745.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA8_R9	Montipora_capitata_PredGene_adi2mcaRNA8_R9	0	FALSE	38.003	12	9	9	3	1071	120.7	7.24	6.85	9	0	14.3	23.2	15.5	7.6	22.5	20.3	24.8	29.5	16.5	19.6	25.3	15.8	25	24.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA18163_R0	Montipora_capitata_PredGene_adi2mcaRNA18163_R0	0	FALSE	13.375	4	5	5	5	1420	159.1	8.41	4.46	5	0	16.3	16.7	10.2	9.6	17.4	16.3	10.8	9.1	17.8	17.1	12.7	7.5	10.2	11.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g21596	Montipora_capitata_PredGene_g21596	0	FALSE	41.44	25	9	11	9	523	60.1	6.39	15.53	9	0	166.6	400.2	219.7	108.9	240.6	220.6	404	488.7	132.3	246.7	298.9	368.2	430.1	390.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g22561	Montipora_capitata_PredGene_g22561	0	FALSE	8.309	13	3	3	3	267	30.4	5.44	5.01	3	0	105.2	69.2	42	62.2	88.3	120.3	39.8	43.5	207.9	50.6	116.6	79.2	31.9	54.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g57307	Montipora_capitata_PredGene_g57307	0	FALSE	25.334	18	7	9	7	406	48.3	5	12.42	7	0	418.8	362.4	193.3	283	375.9	332.4	278.7	257.7	319.6	466	392	375.6	352.5	440.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g8559	Montipora_capitata_PredGene_g8559	0	FALSE	4.988	8	1	1	1	189	21.1	9.54	2.25	1	0	45.1	51.8	28.9	29.2	38.7	54.1	29.8	29.2	37.5	46	21.2	49.3	33.7	45.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g37493	Montipora_capitata_PredGene_g37493	0	FALSE	27.041	9	7	8	7	1016	111.9	5.35	10.97	7	0	191.5	213.4	101.9	145.1	247.3	210.6	103.1	122.5	172.6	174.3	105.1	221.2	176.6	142.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g36890	Montipora_capitata_PredGene_g36890	0	FALSE	15.71	16	3	4	3	270	29.7	6.28	6.13	3	0	26.4	30.5	19	15.4	21.6	16.4	14.4	23.2	20.1	34.2	17.7	18.5	19.5	21.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g10351	Montipora_capitata_PredGene_g10351	0	FALSE	25.425	21	3	5	1	234	25.6	7.15	12.49	3	0	48.6	49.2	48.2	18.1	60.3	46.6	41.2	56.8	25.6	45.5	65.3	8.5	53.1	52.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g16414	Montipora_capitata_PredGene_g16414	0	FALSE	24.267	18	5	7	5	432	49.1	5.21	8.11	5	0	335.1	439.3	263.9	202.6	384.9	365	215.2	211.6	358.3	392	228	404.2	328.7	352.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g38040	Montipora_capitata_PredGene_g38040	0	FALSE	12.871	10	3	3	3	263	29.9	9.06	6.71	3	0	13.2	15.9	9.1	8.4	6.5	5.5	6.8	8	14.3	10.1	8.8	9.2	9.8	11.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g20508	Montipora_capitata_PredGene_g20508	0	FALSE	8.515	10	2	2	2	242	29.6	5.34	0	2	0	301.5	321.9	185.6	190.7	194	232.1	210.8	184.5	254.6	241.1	240.2	235	265.3	264.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g22292	Montipora_capitata_PredGene_g22292	0.001	FALSE	4.355	31	1	1	1	59	6.9	4.49	2.16	1	0	23.2	25.2	15.5	13.7	25.8	18.4	16.9	18	25	26.1	22.1	13.4	22	18.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g39699	Montipora_capitata_PredGene_g39699	0.001	FALSE	2.784	2	1	1	1	369	38.7	4.41	0	1	0	23.4	24.3	12.1	17.1	11.6	19	4	3.1	6.5	11.7	4.9	24.7	10.1	13.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g70335	Montipora_capitata_PredGene_g70335	0	FALSE	17.684	13	6	7	6	512	56.2	9.72	3.79	6	0	269.8	286.5	128	221	259.5	243.2	211.9	184.7	372.7	355	293.6	257.3	215	318.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g27816	Montipora_capitata_PredGene_g27816	0	FALSE	16.045	14	3	6	3	238	27.2	5.33	1.78	3	0	835.2	863.1	510.5	516.1	656.4	711.9	414.5	397.6	582.4	1098.4	525.9	702.9	574.5	834.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g1651	Montipora_capitata_PredGene_g1651	0	FALSE	26.246	18	4	5	4	255	29	11.4	10.45	4	0	492.6	556.1	326.4	308.1	529.3	409	314.1	275.3	355	543.4	374	383.5	327.1	390	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA12119_R0	Montipora_capitata_PredGene_adi2mcaRNA12119_R0	0	FALSE	8.971	3	2	2	2	1100	113.2	5.3	0	2	0	153.8	219.2	158.5	78.4	163	189.8	70.9	60.2	263.6	108.3	48.6	278	338.5	351.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g60390	Montipora_capitata_PredGene_g60390	0	FALSE	22.078	20	5	5	5	312	35.3	5.27	5.47	5	0	424.9	514.5	274.9	293.6	406.8	297.1	218.2	265	562.5	509.3	330.8	405.8	363.6	413.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62388	Montipora_capitata_PredGene_g62388	0	FALSE	8.89	9	3	3	3	506	55.8	6.39	5.85	3	0	15.4	19.4	10.3	10.8	11.4	13.3	9.6	8.8	12.1	14.5	8.9	7.4	12	8.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA30008_R5	Montipora_capitata_PredGene_adi2mcaRNA30008_R5	0	FALSE	7.773	11	3	4	2	231	25.1	8.79	4.12	3	0	207.5	62.5	50.8	94.7	34.2	40.8	70.7	75.4	50.2	244	187.3	13.4	35.3	23.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g48455	Montipora_capitata_PredGene_g48455	0	FALSE	5.645	10	2	2	2	304	32.8	4.78	2.26	2	0	147.2	115.4	82	76.7	120.9	126.7	90.2	68.3	106.6	85.4	93.9	152.1	158.5	175.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55074	Montipora_capitata_PredGene_g55074	0.001	FALSE	4.065	1	1	1	1	1065	112.5	8.78	0	1	0	9.2	10.8	5.4	6.8	6.3	10.1	8.7	9.3	12.7	9.8	9	21.9	8.2	11.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g48684	Montipora_capitata_PredGene_g48684	0	FALSE	24.106	5	7	11	7	1342	150.9	7.46	7.26	7	0	103	165.1	67.9	93.1	121.5	75.2	94.4	94.7	151.6	180.1	150.1	166.1	138.9	177.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g22588	Montipora_capitata_PredGene_g22588	0	FALSE	27.184	2	6	6	6	4258	466	5.97	6.61	6	0	26.5	34.3	16.4	20.6	25.8	22.9	27.2	24.1	34.7	33.1	17.7	25.5	28.8	37.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g48820	Montipora_capitata_PredGene_g48820	0	FALSE	10.463	10	4	4	4	525	58.4	8.41	3.65	4	0	141.3	189.9	135.3	74	95.8	161.5	116.8	112.9	211.1	218.5	62.8	76.6	191	197.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA32466_R0	Montipora_capitata_PredGene_adi2mcaRNA32466_R0	0	FALSE	19.313	35	5	9	5	209	23.4	4.65	2.95	5	0	490.4	647.5	373.2	318.5	518.1	446.8	298.2	277.6	261.8	381	299.7	290.6	413	535.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g1826	Montipora_capitata_PredGene_g1826	0	FALSE	82.176	32	12	63	12	466	52.6	7.34	74.31	12	0	2434.8	2326.4	1589.5	1345.3	4089.6	3617	901.1	837.8	5427	3061	715	2967.7	5256.2	5490.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g22348	Montipora_capitata_PredGene_g22348	0	FALSE	21.402	26	3	6	3	149	15.9	4.92	20.4	3	0	101.1	91.1	55.3	62.8	91.6	78.2	47.4	53.2	78	69.6	64.4	71.9	74.4	75.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g26573	Montipora_capitata_PredGene_g26573	0	FALSE	5.286	7	2	2	2	332	37.3	5.53	0	2	0	55.2	67.2	41.2	33.9	59.3	49.8	38.6	28.3	15.5	64.7	33.5	75.2	47.7	56.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g36079	Montipora_capitata_PredGene_g36079	0	FALSE	20.203	6	4	6	4	706	79.3	5.76	0	4	0	141.6	134	73.9	97	118.5	108	83.2	95.2	141.7	151	117.1	136	89.8	117.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g37230	Montipora_capitata_PredGene_g37230	0	FALSE	16.268	12	5	5	5	447	50.3	4.74	5.05	5	0	74.7	88.7	52.2	48.3	55.2	57.2	60.5	56.8	80.4	84.8	73.5	125.4	45.3	92.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g11796	Montipora_capitata_PredGene_g11796	0	FALSE	5.332	12	1	1	1	113	12.5	5.5	0	1	0	9	7.4	5.5	4.6	7	5.2	8	7.9	8.7	8	11.7	11.8	8.8	6.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g44596	Montipora_capitata_PredGene_g44596	0	FALSE	5.15	6	2	2	1	253	28.5	6.73	3.96	2	1	34.1	43.5	23.5	24.1	37.6	39.8	17.1	22.9	16.1	30.7	19	22.8	32.7	39.4	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g583	Montipora_capitata_PredGene_g583	0.01	FALSE	1.717	6	1	1	1	182	20.8	8.15	2.04	1	0	75.9	100.7	65.7	44.3	94	76.1	45.7	57	69.1	49	49.1	122.5	97.7	166.2	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g38208	Montipora_capitata_PredGene_g38208	0.011	FALSE	1.662	2	1	1	1	297	32.9	7.75	0	1	0	338.2	54.3	69	101.7	71.3	69.7	64.4	117.5	65.9	85.4	74.9	79.5	103	502.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g69404	Montipora_capitata_PredGene_g69404	0	FALSE	7.11	1	1	1	1	2973	333.6	7.58	0	1	0	26.1	21.8	13.6	16	20.9	17	14.4	13.4	19.5	28	20	19.8	10.8	20.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55625	Montipora_capitata_PredGene_g55625	0	FALSE	10.939	2	2	2	2	1284	145.2	6.32	0	2	0	174.2	173.3	102.9	112.7	170.1	152.2	115.1	100.6	154.8	198.3	144.4	109.4	149	159.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g58302	Montipora_capitata_PredGene_g58302	0	FALSE	53.264	26	11	22	11	424	46.7	4.89	22.86	11	0	1472.6	1638.4	1171.1	793.6	1490	1508.8	1077.9	1000.2	1425.3	1066.9	816.3	1979.9	1633.1	1740.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g70995	Montipora_capitata_PredGene_g70995	0	FALSE	7.371	22	3	3	3	154	16.2	7.37	2.59	3	0	44.9	14.1	8.3	29.3	7.8	19.9	10.2	8.7	55.4	17.6	11.7	6.1	8.9	20.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA41178_R0	Montipora_capitata_PredGene_adi2mcaRNA41178_R0	0	FALSE	4.812	6	2	2	2	267	31	5.35	2.02	2	0	99.3	107.3	49.1	83.6	89.9	82.3	94	97.6	101.6	137.6	109	119.9	89.1	112.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g45458	Montipora_capitata_PredGene_g45458	0	FALSE	7.101	4	2	2	2	623	68.9	5.62	0	2	0	42.4	59.2	26.6	36.5	26.2	36.3	34.8	34.9	51.3	42.6	50.2	40.1	25.7	44.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g23302	Montipora_capitata_PredGene_g23302	0	FALSE	6.13	4	2	2	2	519	57.5	5.72	3.16	2	0	15.6	20.7	13.9	9	13.8	15.1	13.8	12.8	13.6	11.8	7.5	14.9	9	10.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g37244	Montipora_capitata_PredGene_g37244	0	FALSE	29.613	27	7	8	7	282	30.2	9.06	10.67	7	0	135	147.3	66.6	116	120.3	128	98.7	85.6	125.9	145.3	129.4	136.3	108.7	125.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55985	Montipora_capitata_PredGene_g55985	0	FALSE	8.81	7	4	4	4	407	45.1	8.1	3.04	4	0	55.1	41.4	24.6	36.1	37.2	39.7	33.1	21.7	58.7	46.4	40.7	43.8	27.6	51.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62575	Montipora_capitata_PredGene_g62575	0	FALSE	8.418	7	3	3	3	482	51.9	7.69	0	3	0	84.4	90.6	52.9	56.3	78.3	57.6	62.4	70.2	9.4	122.2	96.2	221.5	77.1	118.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g70381	Montipora_capitata_PredGene_g70381	0	FALSE	6.215	6	2	2	2	341	38.8	5.76	0	2	0	33	36.1	19.5	23.7	34.3	39.2	17.9	16.4	14.9	17.7	17.2	20.7	17.8	29.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g69373	Montipora_capitata_PredGene_g69373	0	FALSE	4.697	10	1	1	1	195	21.9	5.55	3.2	1	0	10.7	25.8	8.2	13.1	18.4	12.5	11.7	10.4	19.9	9	12.2	12.2	9	15.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55719	Montipora_capitata_PredGene_g55719	0	FALSE	6.538	6	3	4	3	520	59.1	7.93	4.49	3	0	68.2	59.1	48.6	32.6	59.2	54.8	36.6	42.4	30.9	54.2	38.8	25	50.2	53.3	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA10800_R1	Montipora_capitata_PredGene_adi2mcaRNA10800_R1	0.016	FALSE	1.499	7	1	1	1	176	19.9	9.74	0	1	0	34	30.7	16.9	24.3	23.5	18.9	31.7	25	27.1	36.7	26.7	17.7	23.6	35.6	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g1495	Montipora_capitata_PredGene_g1495	0.019	FALSE	1.414	2	1	1	1	449	49.7	5.17	0	1	0	37.6	30.6	19.5	23.2	24.7	15.4	13.7	9.5	27.8	41	24.8	23.6	16.7	29.5	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g14846	Montipora_capitata_PredGene_g14846	0.032	FALSE	1.173	2	1	1	1	363	41.3	4.97	0	1	0	85.2	73.3	52	47.3	105.9	96.8	16.8	11.8	76.5	52.7	35.2	111.9	44.7	84.3	1	Met-loss [N-Term]
FALSE	High	Master Protein	Montipora_capitata_PredGene_g53649	Montipora_capitata_PredGene_g53649	0.001	FALSE	4.214	3	2	2	2	572	63.8	7.66	1.63	2	0	22.4	37.9	25.5	13.1	34.3	39.2	21.4	15.8	34.3	23.6	14.5	32.1	42.3	81.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA27568_R0	Montipora_capitata_PredGene_adi2mcaRNA27568_R0	0.001	FALSE	2.79	1	1	1	1	1527	171.8	9.11	1.72	1	0	12.1	9.6	5	9.2	7.6	5	6.4	8.5	9.5	7.3	7.5	5.8	6.7	7.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g61636	Montipora_capitata_PredGene_g61636	0.008	FALSE	1.814	1	1	1	1	620	70.8	5.73	1.63	1	0	38.2	42.1	23.8	26.8	33.1	27.4	17.1	21.9	9.8	44	18.9	25.2	32.5	38.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA26720_R2	Montipora_capitata_PredGene_adi2mcaRNA26720_R2	0	FALSE	30.568	41	7	12	2	256	28.5	8.57	3.78	7	1	342.2	376.2	260.8	195.9	351.4	351.1	146.8	176.1	424.9	302.3	143.5	272.5	211.3	293	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g12102	Montipora_capitata_PredGene_g12102	0	FALSE	23.663	17	6	8	3	491	55.2	6.25	12.69	6	0	57	31.6	18.7	38.1	59.3	68	33.3	36.6	31.1	26.3	39.7	32.1	70.1	101.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g22404	Montipora_capitata_PredGene_g22404	0	FALSE	13.51	7	4	4	4	659	75.9	7.84	3.8	4	0	72.9	101.8	74.4	39.5	100.2	95.1	63.8	66.5	28.4	39.5	58.2	29.6	78.4	76.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g1591	Montipora_capitata_PredGene_g1591	0	FALSE	6.051	22	2	2	2	138	15.7	5.14	2	2	0	30	33.4	22.2	17.9	26.1	33.5	29.9	20.6	29	32.9	21.1	24.4	27.1	30.4	1	
